    Cod    |PBS12E-045024G6
2039346
    Product link    
https://www.pcgarage.ro/notebook-laptop/toshiba/dynabook-156-satellite-pro-l50-g-15t-fhd-procesor-intel-core-i5-10210u-6m-cache-up-to-420-ghz-8gb-ddr4-512gb-ssd-gma-uhd-win-10-pro-black/
    Name    
Toshiba Dynabook 15.6&#039;&#039; Satellite Pro L50-G-15T, FHD, Procesor Intel® Core™ i5-10210U (6M Cache, up to 4.20 GHz), 8GB DDR4, 512GB SSD, GMA UHD, Win 10 Pro, Black
    Img url    
https://5.grgs.ro/images/products/1/2034042/2039346/thumbnails/dynabook-156-satellite-pro-l50-g-15t-fhd-procesor-intel-core-i5-10210u-6m-cache-up-to-420-ghz-8gb-ddr4-512gb-ssd-gma-uhd-win-10-pro-black-c8abba201011232eae80b715933e5a62.jpg
    Pret    
9/20/2020 10:59:00 PM 3.637,20 RON
9/25/2020 7:17:48 PM 3.647,67 RON
9/27/2020 8:43:17 PM 3.649,77 RON
9/29/2020 7:31:55 PM 3.646,40 RON
10/4/2020 9:28:55 PM 3.647,38 RON
10/7/2020 11:09:33 AM 3.645,65 RON
10/15/2020 9:54:02 AM 3.648,95 RON
10/31/2020 10:24:37 AM 3.649,55 RON
11/1/2020 12:10:18 PM 3.649,24 RON
