    Cod    |DI5505R5468512RXW
2075014
    Product link    
https://www.pcgarage.ro/notebook-laptop/dell/gaming-156-g5-5505-fhd-120hz-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-512gb-ssd-radeon-rx-5600m-6gb-win-10-home-supernova-silver-3yr-cis/
    Name    
DELL Gaming 15.6&#039;&#039; G5 5505, FHD 120Hz, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 8GB DDR4, 512GB SSD, Radeon RX 5600M 6GB, Win 10 Home, Supernova Silver, 3Yr CIS
    Img url    
https://2.grgs.ro/images/products/1/4525/2075014/thumbnails/gaming-156-g5-5505-fhd-120hz-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-512gb-ssd-radeon-rx-5600m-6gb-win-10-home-supernova-silver-3yr--54711489fee82b4c33de81efe13f35b5.jpg
    Pret    
9/20/2020 11:01:18 PM 5.754,62 RON
9/25/2020 7:10:17 PM 5.769,66 RON
9/27/2020 7:29:36 PM 5.772,97 RON
9/29/2020 7:38:16 PM 5.347,63 RON
10/4/2020 9:34:26 PM 5.347,63 RON
10/7/2020 11:20:12 AM 5.347,63 RON
10/15/2020 9:34:53 AM 5.347,63 RON
10/31/2020 10:14:26 AM 5.347,63 RON
11/1/2020 12:00:42 PM 5.347,63 RON
