    Cod    |X509JB-EJ063
2030614
    Product link    
https://www.pcgarage.ro/notebook-laptop/asus/156-x509jb-fhd-procesor-intel-core-i3-1005g1-4m-cache-up-to-340-ghz-8gb-ddr4-256gb-ssd-geforce-mx110-2gb-no-os-grey/
    Name    
ASUS 15.6&#039;&#039; X509JB, FHD, Procesor Intel® Core™ i3-1005G1 (4M Cache, up to 3.40 GHz), 8GB DDR4, 256GB SSD, GeForce MX110 2GB, No OS, Grey
    Img url    
https://1.grgs.ro/images/products/1/6622/2030614/thumbnails/156-x509jb-fhd-procesor-intel-core-i3-1005g1-4m-cache-up-to-340-ghz-4gb-ddr4-256gb-ssd-geforce-mx110-2gb-no-os-grey-f02307a639c40d194bfb3d58da867abe.jpg
    Pret    
9/20/2020 10:59:53 PM 2.104,14 RON
9/25/2020 7:20:02 PM 2.110,21 RON
9/27/2020 8:56:29 PM 2.111,43 RON
9/29/2020 7:24:56 PM 2.109,48 RON
10/4/2020 9:23:23 PM 2.110,04 RON
10/7/2020 11:03:13 AM 2.125,45 RON
10/15/2020 9:56:33 AM 2.083,01 RON
10/31/2020 10:26:07 AM 2.097,15 RON
11/1/2020 12:11:46 PM 2.092,01 RON
